age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,height_m,BMI,BP_Category,fitness_score
46,F,167.5,57.5,23.1,91.0,136.0,24.9,14.0,20.0,146.0,C,1.675,20.494542214301624,Hypertension Stage 1,0.3002873563218391
36,M,177.6,88.5,24.7,91.0,139.0,43.4,6.3,32.0,178.0,D,1.776,28.058041149257363,Hypertension Stage 1,0.47528735632183916
41,F,160.5,67.9,33.6,71.0,116.0,27.7,20.0,7.0,164.0,D,1.605,26.358439844333812,Normal,0.2925287356321839
60,M,164.9,67.56,25.0,80.0,120.0,39.0,4.5,24.0,174.0,C,1.649,24.845533669633102,Hypertension Stage 1,0.4272988505747126
43,M,173.6,74.4,21.3,81.0,110.0,48.5,13.7,58.0,220.0,B,1.736,24.68729427254773,Hypertension Stage 1,0.6951149425287355
30,F,158.2,57.4,27.1,94.0,134.0,35.7,13.22,29.0,148.0,C,1.5819999999999999,22.93501001308974,Hypertension Stage 1,0.3514367816091954
39,F,156.4,55.5,33.1,67.0,111.0,20.3,10.2,20.0,155.0,D,1.564,22.689215795291762,Normal,0.28419540229885065
21,M,165.9,64.0,15.7,88.0,147.0,39.7,17.5,57.0,218.0,B,1.659,23.253439601552312,Hypertension Stage 1,0.6772988505747126
37,M,167.7,77.3,27.8,102.0,146.0,49.1,15.6,57.0,226.0,A,1.6769999999999998,27.48611560027295,Hypertension Stage 2,0.6925287356321839
32,M,170.3,76.9,20.0,71.0,138.0,41.9,19.1,50.0,230.0,A,1.703,26.51533044687469,Hypertension Stage 1,0.6856321839080459
64,M,169.8,84.9,23.0,96.0,153.0,50.7,12.9,32.0,170.0,A,1.6980000000000002,29.446407538280326,Hypertension Stage 2,0.4781609195402298
26,M,176.7,72.4,8.0,67.0,127.0,51.7,21.4,56.0,260.0,A,1.767,23.188116154526377,Elevated,0.8517241379310344
50,M,166.0,64.3,23.7,76.0,118.0,32.6,5.1,24.0,180.0,D,1.66,23.33430105966033,Normal,0.42988505747126443
30,F,152.4,47.8,20.6483,73.0,120.0,26.0,27.8,46.0,167.0,A,1.524,20.580596716748985,Elevated,0.4455508620689655
22,F,156.5,54.2,27.0,79.0,123.0,31.6,14.2,38.0,121.0,C,1.565,22.129449111453628,Elevated,0.2882183908045977
38,M,171.7,77.0,26.9,84.0,138.0,45.9,7.5,27.0,201.0,D,1.7169999999999999,26.118614465167102,Hypertension Stage 1,0.5278735632183907
26,F,160.0,48.36,29.8,70.0,123.0,21.0,22.0,22.0,132.0,C,1.6,18.890624999999996,Elevated,0.23534482758620687
64,F,147.0,52.4,36.0,70.0,115.0,24.1,24.7,17.0,126.0,A,1.47,24.24915544449072,Normal,0.19482758620689655
56,M,166.8,64.0,21.4,75.0,132.0,50.7,13.0,36.0,197.0,B,1.6680000000000001,23.003180189661215,Hypertension Stage 1,0.5718390804597702
35,M,181.2,77.5,14.8,64.0,123.0,49.0,9.1,49.0,203.0,C,1.8119999999999998,23.60398423071113,Elevated,0.6405172413793103
26,M,166.3,67.2,22.4,75.0,137.0,45.5,16.8,49.0,241.0,B,1.663,24.298797101066725,Hypertension Stage 1,0.7178160919540231
27,F,174.3,57.0,12.3,71.0,124.0,33.9,30.1,68.0,201.0,A,1.743,18.762041033571215,Elevated,0.6531609195402297
43,M,176.5,80.62,20.7,99.0,146.0,48.4,15.6,48.0,211.0,C,1.765,25.87935060870403,Hypertension Stage 2,0.6419540229885057
27,F,169.8,64.4,24.4,72.0,112.0,30.1,22.3,19.0,141.0,D,1.6980000000000002,22.33626201961429,Normal,0.2942528735632184
45,M,166.9,68.2,24.4,77.0,141.0,47.6,16.0,50.0,198.0,A,1.669,24.483398496748052,Hypertension Stage 2,0.5974137931034483
43,F,164.0,58.6,30.3,73.0,118.0,29.7,16.8,31.0,156.0,B,1.64,21.787626412849498,Normal,0.35373563218390797
24,F,165.6,53.3,21.6,69.0,113.0,25.8,26.5,40.0,185.0,A,1.656,19.435984503722374,Normal,0.4767241379310346
21,F,157.6,55.3,33.6,63.0,102.0,26.3,21.4,36.0,172.0,A,1.5759999999999998,22.2644876188513,Normal,0.3948275862068967
23,M,163.0,61.16,12.4,65.0,124.0,38.3,20.8,54.0,218.0,B,1.63,23.019308216342353,Elevated,0.6741379310344828
26,M,166.0,67.3,23.6,75.0,140.0,32.6,16.1,48.0,220.0,B,1.66,24.422993177529396,Hypertension Stage 2,0.6140804597701149
27,F,166.0,46.6,17.5,65.0,104.0,23.1,21.5,23.0,176.0,C,1.66,16.911017564232836,Normal,0.4060344827586207
60,F,159.9,62.7,35.9,83.0,134.0,23.3,8.9,5.0,78.0,D,1.599,24.52283146009408,Hypertension Stage 1,0.02040229885057474
55,F,155.1,47.7,25.60989,88.0,123.0,26.8,29.2,31.0,146.0,B,1.551,19.828724713699405,Hypertension Stage 1,0.3301439942528736
63,F,167.8,68.6,36.0,89.0,151.0,27.3,22.1,18.0,126.0,C,1.6780000000000002,24.363529430149114,Hypertension Stage 1,0.20689655172413798
53,F,158.8,56.8,33.6,69.0,126.0,25.6,19.7,23.0,146.0,B,1.588,22.52409443623143,Elevated,0.2807471264367816
64,F,157.8,60.4,34.9,82.0,150.0,24.0,17.2,4.0,95.0,D,1.578,24.256209830672375,Hypertension Stage 1,0.07126436781609194
23,M,169.0,86.22,33.9,68.0,124.0,42.8,5.4,41.0,198.0,D,1.69,30.188018626798787,Elevated,0.5304597701149426
24,M,174.9,70.5,15.1,71.0,130.0,35.7,16.5,61.0,219.0,A,1.749,23.046739768963786,Hypertension Stage 1,0.6818965517241378
30,F,148.8,44.3,29.2,67.0,104.0,20.4,12.3,28.0,128.0,C,1.4880000000000002,20.007732107758116,Normal,0.24109195402298855
51,M,161.2,56.3,23.7,93.0,136.0,31.3,7.2,20.0,183.0,D,1.6119999999999999,21.665979102143357,Hypertension Stage 1,0.42327586206896556
58,M,175.9,77.3,20.9,85.0,154.0,44.4,7.4,35.0,190.0,C,1.7590000000000001,24.983185637350793,Hypertension Stage 1,0.5321839080459769
41,M,185.2,88.66,20.3,98.0,148.0,37.9,4.5,46.0,229.0,D,1.8519999999999999,25.849119975369575,Hypertension Stage 2,0.6589080459770114
22,M,163.9,69.4,17.0,82.0,149.0,50.3,17.4,66.0,222.0,B,1.639,25.83458938823767,Hypertension Stage 1,0.7413793103448276
63,F,157.4,55.82,40.3,82.0,147.0,21.2,13.2,4.0,103.0,D,1.574,22.530995254848076,Hypertension Stage 1,0.07068965517241378
28,M,174.6,78.2,20.0,78.0,138.0,49.1,16.6,51.0,225.0,A,1.746,25.65182534715252,Hypertension Stage 1,0.6948275862068966
35,M,164.9,77.5,30.4,71.0,124.0,52.4,7.0,30.0,195.0,D,1.649,28.50101923322329,Elevated,0.5278735632183907
21,M,168.7,70.3,26.6,75.0,117.0,42.4,8.6,47.0,196.0,C,1.6869999999999998,24.70160426905564,Normal,0.5617816091954021
47,M,171.9,73.2,17.9,81.0,145.0,47.8,14.7,50.0,193.0,B,1.719,24.771900542849803,Hypertension Stage 1,0.6022988505747127
24,F,162.4,63.1,31.0,83.0,119.0,31.8,20.7,54.0,222.0,A,1.624,23.925295445169745,Hypertension Stage 1,0.6135057471264368
43,F,161.3,60.1,30.2,70.0,111.0,26.7,18.0,20.0,143.0,C,1.6130000000000002,23.099667956686385,Normal,0.27643678160919544
54,F,155.6,62.3,36.4,72.0,130.0,22.9,18.5,5.0,113.0,D,1.556,25.73172262937728,Hypertension Stage 1,0.11839080459770115
22,F,160.5,50.48,26.7,71.0,123.0,22.8,26.0,43.0,188.0,A,1.605,19.596083112547433,Elevated,0.47068965517241385
63,F,145.6,40.9,23.6,97.0,159.0,23.1,19.7,8.0,143.0,C,1.456,19.293035261441855,Hypertension Stage 2,0.25057471264367814
27,M,176.4,76.2,20.9,83.0,131.0,49.4,2.3,58.0,217.0,D,1.764,24.48825335122711,Hypertension Stage 1,0.6902298850574712
30,M,172.2,66.68,19.4,70.0,121.0,43.5,11.2,47.0,205.0,C,1.722,22.486884898714592,Elevated,0.6114942528735633
56,M,173.8,89.3,24.8,98.0,147.0,40.3,17.5,42.0,219.0,D,1.7380000000000002,29.563232211409215,Hypertension Stage 2,0.6126436781609195
21,F,164.9,54.58,23.2,78.0,114.0,22.8,33.3,30.0,184.0,C,1.649,20.072072641926802,Normal,0.431896551724138
28,M,176.2,62.86,18.9,71.0,130.0,38.0,17.0,59.0,239.0,A,1.7619999999999998,20.247087910884474,Hypertension Stage 1,0.7293103448275863
40,M,174.4,88.2,30.2,96.0,141.0,50.1,5.4,34.0,213.0,D,1.744,28.998506018011955,Hypertension Stage 2,0.5850574712643679
44,M,170.5,71.6,22.5,71.0,117.0,52.1,11.3,41.0,195.0,C,1.705,24.629991142147034,Normal,0.5813218390804598
61,F,160.6,67.26,27.8,71.0,109.0,25.6,13.9,10.0,84.0,C,1.6059999999999999,26.077489613203298,Normal,0.08189655172413793
38,F,162.0,63.0,42.6,81.0,123.0,24.0,15.1,22.0,129.0,C,1.62,24.005486968449926,Hypertension Stage 1,0.19856321839080462
21,F,162.3,63.4,30.1,91.0,139.0,27.3,21.8,54.0,197.0,B,1.6230000000000002,24.068676970641903,Hypertension Stage 1,0.5313218390804598
24,M,187.6,81.22,16.0,78.0,133.0,60.6,16.5,52.0,235.0,C,1.876,23.07795472833821,Hypertension Stage 1,0.7709770114942529
27,M,173.4,72.4,14.7,71.0,128.0,57.8,16.1,46.0,221.0,B,1.734,24.07910718395507,Elevated,0.7091954022988506
21,F,158.5,48.8,22.5,61.0,102.0,29.1,21.7,36.0,169.0,A,1.585,19.4250116928221,Normal,0.42614942528735633
46,M,169.4,69.6,17.2,86.0,144.0,46.1,25.5,51.0,202.0,A,1.694,24.253947190514754,Hypertension Stage 1,0.6281609195402299
60,M,171.4,66.4,26.7,69.0,108.0,38.7,10.9,31.0,213.0,C,1.714,22.6019778092148,Normal,0.553735632183908
25,M,174.3,58.5,11.0,91.0,135.0,43.2,12.4,46.0,216.0,B,1.743,19.2557789555073,Hypertension Stage 1,0.6635057471264367
37,M,176.1,74.3,18.1,71.0,125.0,39.3,13.5,46.0,232.0,B,1.761,23.9590780237211,Elevated,0.6778735632183908
24,M,177.6,76.5,6.6,67.0,142.0,50.3,19.7,63.0,248.0,B,1.776,24.253560993425857,Hypertension Stage 2,0.8373563218390804
40,M,172.0,77.3,21.0,79.0,118.0,55.1,16.0,41.0,186.0,C,1.72,26.128988642509466,Normal,0.5683908045977012
25,F,164.9,47.1,21.3,59.0,98.0,22.9,16.0,22.0,163.0,C,1.649,17.321264592062153,Normal,0.3543103448275862
30,M,181.0,81.88,15.5,80.0,120.0,43.3,14.9,59.0,223.0,B,1.81,24.993132077775403,Hypertension Stage 1,0.7083333333333334
29,M,170.7,66.4,16.5,77.0,122.0,48.7,17.1,55.0,230.0,A,1.7069999999999999,22.787728533633697,Elevated,0.7295977011494252
54,F,158.7,63.0,38.6,69.0,115.0,29.9,12.6,14.0,118.0,D,1.587,25.014204494695203,Normal,0.17241379310344832
24,M,175.8,69.3,21.2,76.0,133.0,50.4,15.6,51.0,222.0,B,1.758,22.423091707532993,Hypertension Stage 1,0.6864942528735631
35,M,185.2,81.1,12.7,70.0,129.0,53.5,15.0,58.0,246.0,A,1.8519999999999999,23.644976652407767,Elevated,0.8089080459770115
21,M,177.6,75.6,21.8,85.0,138.0,40.7,20.2,63.0,231.0,A,1.776,23.968224981738494,Hypertension Stage 1,0.7172413793103447
37,M,179.7,79.3,22.9,89.0,155.0,41.2,16.8,45.0,210.0,C,1.797,24.55709741921319,Hypertension Stage 1,0.603448275862069
23,F,163.1,69.0,30.7,68.0,114.0,30.0,25.5,44.0,178.0,A,1.631,25.93827967555347,Normal,0.4540229885057471
27,F,164.4,52.6,24.7,61.0,109.0,28.3,22.3,51.0,172.0,A,1.6440000000000001,19.461760231113953,Normal,0.46925287356321843
45,M,178.8,74.0,11.4,71.0,125.0,47.4,28.2,47.0,222.0,A,1.788,23.14710548573888,Elevated,0.6945402298850575
23,F,168.5,59.6,15.7,97.0,140.0,38.2,24.4,55.0,171.0,A,1.685,20.991643846472186,Hypertension Stage 2,0.5321839080459769
21,F,164.0,66.5,31.4,95.0,148.0,30.1,24.0,39.0,185.0,B,1.64,24.72486615110054,Hypertension Stage 2,0.4580459770114942
42,F,155.9,55.1,28.9,88.0,136.0,27.7,15.0,26.0,160.0,B,1.5590000000000002,22.6704096843382,Hypertension Stage 1,0.3491379310344827
29,F,167.9,60.7,22.0,73.0,113.0,34.7,21.9,43.0,170.0,C,1.679,21.53214515148946,Normal,0.4666666666666666
27,F,152.5,47.9,31.8,60.0,111.0,16.5,23.2,16.0,137.0,D,1.525,20.596613813491,Normal,0.21379310344827585
29,F,165.2,53.0,20.1,62.0,102.0,27.1,20.9,45.0,153.0,B,1.652,19.420293253756547,Normal,0.407183908045977
38,M,171.9,78.0,21.0,77.0,131.0,43.2,8.7,44.0,224.0,C,1.719,26.39628746369241,Hypertension Stage 1,0.6520114942528735
28,M,174.3,72.5,7.9,81.0,127.0,62.8,19.9,56.0,248.0,A,1.743,23.86399956024409,Hypertension Stage 1,0.849425287356322
60,F,150.7,60.6,34.2,60.0,108.0,16.5,12.4,10.0,103.0,D,1.507,26.68370431461409,Normal,0.09195402298850575
21,F,166.2,74.0,35.7,66.0,125.0,36.8,14.8,41.0,186.0,D,1.662,26.789812920219937,Elevated,0.4735632183908046
23,F,155.2,53.5,34.8,59.0,115.0,31.8,16.5,46.0,180.0,B,1.5519999999999998,22.211114358592845,Normal,0.45890804597701146
44,M,170.2,70.4,20.4,92.0,132.0,39.4,9.8,41.0,224.0,B,1.702,24.302645260086635,Hypertension Stage 1,0.6341954022988505
56,M,164.7,66.3,24.7,69.0,147.0,38.5,11.3,33.0,185.0,B,1.6469999999999998,24.441414151468205,Hypertension Stage 2,0.48419540229885055
23,M,172.0,65.0,18.0,61.0,124.0,31.8,-1.2,28.0,216.0,D,1.72,21.971335857220122,Elevated,0.5589080459770115
27,M,164.5,67.8,15.3,60.0,124.0,47.3,16.4,53.0,244.0,A,1.645,25.05520089430068,Elevated,0.7635057471264367
21,M,173.5,77.1,19.1,60.0,108.0,36.1,20.6,61.0,233.0,C,1.735,25.612703369349465,Normal,0.7117816091954022
35,M,172.3,76.6,19.7,92.0,144.0,40.0,18.3,46.0,209.0,C,1.723,25.80228778039356,Hypertension Stage 2,0.6091954022988506
60,F,149.4,52.4,27.7,86.0,111.0,14.6,19.9,32.0,138.0,D,1.494,23.476323858575757,Hypertension Stage 1,0.26896551724137935
21,M,171.9,67.3,19.9,69.0,135.0,36.7,21.9,50.0,229.0,C,1.719,22.775258285980758,Hypertension Stage 1,0.6681034482758621
41,F,165.1,57.2,30.1,92.0,143.0,19.7,9.4,21.0,159.0,D,1.651,20.984657353930093,Hypertension Stage 2,0.3054597701149425
31,M,171.5,72.3,30.4,95.0,151.0,39.3,6.3,45.0,189.0,D,1.715,24.581594403692336,Hypertension Stage 2,0.5160919540229886
22,F,157.6,54.5,28.5,69.0,114.0,23.5,22.5,44.0,162.0,A,1.5759999999999998,21.94239738205056,Normal,0.3956896551724138
27,M,173.0,78.9,20.1,64.0,113.0,52.0,19.8,53.0,247.0,A,1.73,26.362390992014436,Normal,0.77183908045977
34,M,176.0,70.4,23.1,83.0,127.0,47.1,16.8,43.0,226.0,B,1.76,22.72727272727273,Hypertension Stage 1,0.6600574712643678
45,F,164.2,55.0,27.2,67.0,125.0,27.4,18.6,34.0,161.0,C,1.642,20.39935256163943,Elevated,0.3790229885057472
37,M,172.5,71.6,19.8,77.0,140.0,43.0,17.7,46.0,202.0,C,1.725,24.062171812644397,Hypertension Stage 2,0.5974137931034482
28,F,167.2,53.0,21.0,66.0,111.0,20.2,13.0,36.0,165.0,C,1.672,18.958471646711384,Normal,0.3933908045977011
25,M,184.5,85.9,18.6,72.0,118.0,46.5,17.0,52.0,195.0,B,1.845,25.234832294122402,Normal,0.6080459770114942
25,F,164.4,54.4,30.0,58.0,116.0,24.4,24.6,50.0,168.0,B,1.6440000000000001,20.127752026095035,Normal,0.428448275862069
22,M,169.4,57.2,10.7,69.0,119.0,33.9,0.0,65.0,250.0,D,1.694,19.932841656572474,Normal,0.7899425287356321
43,M,167.0,60.58,11.5,64.0,125.0,45.4,14.4,52.0,238.0,A,1.67,21.721825809458927,Elevated,0.7488505747126436
54,F,149.3,48.7,26.6,70.0,118.0,21.3,15.9,26.0,149.0,B,1.493,21.84788221344618,Normal,0.30574712643678165
21,M,173.0,67.8,7.9,81.0,123.0,46.5,17.6,58.0,245.0,A,1.73,22.65361355207324,Hypertension Stage 1,0.799712643678161
25,M,171.7,66.0,11.6,82.0,131.0,47.3,16.9,64.0,241.0,A,1.7169999999999999,22.387383827286087,Hypertension Stage 1,0.7971264367816091
36,M,177.5,73.1,13.8,82.0,135.0,50.8,19.1,64.0,252.0,C,1.775,23.201745685379883,Hypertension Stage 1,0.832471264367816
52,M,169.1,70.5,24.5,85.0,136.0,43.0,10.9,27.0,204.0,C,1.6909999999999998,24.65482372500465,Hypertension Stage 1,0.5350574712643678
62,F,159.2,50.8,27.1,71.0,128.0,25.6,24.2,22.0,147.0,A,1.5919999999999999,20.043685765510975,Elevated,0.29942528735632185
28,F,169.0,69.1,30.4,66.0,113.0,35.0,22.1,40.0,166.0,A,1.69,24.193830748223103,Normal,0.42327586206896556
30,M,176.9,77.9,19.6,96.0,141.0,40.6,13.4,53.0,256.0,B,1.7690000000000001,24.893260956470026,Hypertension Stage 2,0.7663793103448275
60,F,152.0,49.8,26.7,63.0,122.0,22.4,10.9,20.0,111.0,D,1.52,21.554709141274238,Elevated,0.18218390804597703
24,F,155.0,49.7,33.5,76.0,130.0,23.2,18.0,36.0,155.0,C,1.55,20.68678459937565,Hypertension Stage 1,0.33735632183908043
62,F,149.1,42.3,18.6,67.0,101.0,22.6,19.0,25.0,122.0,B,1.4909999999999999,19.027646765907317,Normal,0.25201149425287356
25,F,166.1,54.8,21.6,76.0,121.0,35.4,32.2,49.0,210.0,A,1.661,19.86283768183286,Elevated,0.6020114942528734
47,M,171.2,71.3,25.6,96.0,131.0,45.0,5.3,28.0,203.0,D,1.712,24.32663333042187,Hypertension Stage 1,0.5376436781609196
44,M,169.4,73.8,24.5,96.0,133.0,39.5,6.7,23.0,196.0,D,1.694,25.717547452011335,Hypertension Stage 1,0.4905172413793103
41,M,173.3,73.9,23.1,84.0,135.0,39.0,15.1,33.0,214.0,C,1.733,24.606356564419873,Hypertension Stage 1,0.5735632183908045
45,M,182.0,91.4,22.6,97.0,153.0,55.3,9.0,36.0,243.0,C,1.82,27.593285835044078,Hypertension Stage 2,0.7137931034482758
24,M,177.9,67.5,19.9,67.0,125.0,36.9,9.7,46.0,222.0,C,1.7790000000000001,21.32808567634203,Elevated,0.6370689655172413
44,M,176.1,71.94,15.4,63.0,114.0,32.8,4.6,28.0,180.0,D,1.761,23.198062894030905,Normal,0.4658045977011495
57,F,161.3,70.4,35.4,75.0,130.0,32.1,12.5,13.0,107.0,D,1.6130000000000002,27.058512881043622,Hypertension Stage 1,0.15344827586206894
43,F,164.4,56.6,22.2,71.0,114.0,30.9,22.8,43.0,162.0,A,1.6440000000000001,20.941741997738585,Normal,0.4321839080459771
24,F,157.0,52.6,24.4,74.0,115.0,21.9,20.3,43.0,174.0,A,1.57,21.33960809769159,Normal,0.43448275862068964
27,M,181.2,90.7,24.5,77.0,146.0,47.0,12.9,58.0,199.0,D,1.8119999999999998,27.624275738393546,Hypertension Stage 2,0.621264367816092
40,F,162.9,51.3,21.7,82.0,123.0,27.9,16.4,38.0,167.0,B,1.629,19.331929224789636,Hypertension Stage 1,0.4250000000000001
23,F,156.0,55.1,16.8,80.0,120.0,35.3,15.3,30.0,166.0,C,1.56,22.6413543721236,Hypertension Stage 1,0.43448275862068964
49,F,162.2,59.9,27.0,68.0,106.0,31.3,18.0,24.0,145.0,B,1.6219999999999999,22.768012576761276,Normal,0.31609195402298856
64,M,167.4,61.5,24.1,84.0,139.0,35.0,6.2,18.0,165.0,D,1.6740000000000002,21.946446388578423,Hypertension Stage 1,0.3752873563218391
53,M,166.0,64.6,18.9,78.0,148.0,40.8,17.0,32.0,221.0,B,1.66,23.443170271447233,Hypertension Stage 2,0.6080459770114943
59,M,166.5,67.6,28.6,77.0,136.0,36.1,4.0,37.0,149.0,C,1.665,24.38474510546582,Hypertension Stage 1,0.37413793103448273
26,M,172.3,71.6,23.5,60.0,125.0,40.6,10.3,33.0,181.0,D,1.723,24.118065340420088,Elevated,0.48218390804597705
31,M,168.1,63.4,17.6,70.0,130.0,39.4,23.4,49.0,185.0,B,1.681,22.43643393761893,Hypertension Stage 1,0.5531609195402298
24,M,182.1,80.1,20.2,84.0,147.0,50.7,8.2,37.0,168.0,D,1.821,24.155310504303174,Hypertension Stage 1,0.49482758620689654
27,M,175.3,63.5,18.1,77.0,120.0,40.5,26.9,40.0,227.0,C,1.7530000000000001,20.663785885430208,Elevated,0.6497126436781608
63,F,164.7,81.2,38.4,69.0,117.0,23.2,22.6,12.0,129.0,D,1.6469999999999998,29.934280981888666,Normal,0.17959770114942525
28,M,179.6,66.0,23.6,85.0,139.0,40.8,5.6,38.0,213.0,C,1.796,20.461208029722073,Hypertension Stage 1,0.5887931034482758
30,M,174.9,74.1,20.2,69.0,123.0,46.0,15.3,48.0,239.0,A,1.749,24.22359456567683,Elevated,0.7169540229885057
48,M,159.8,62.2,23.1,89.0,146.0,40.3,19.3,56.0,197.0,A,1.598,24.357731269217933,Hypertension Stage 1,0.5945402298850574
24,M,177.4,79.6,21.8,92.0,150.0,53.8,25.6,56.0,259.0,A,1.774,25.293319894403563,Hypertension Stage 2,0.8152298850574712
21,M,176.5,71.4,14.3,66.0,135.0,45.1,17.3,52.0,280.0,B,1.765,22.919692799075513,Hypertension Stage 1,0.860632183908046
55,F,157.1,56.1,31.4,76.0,132.0,28.6,19.9,24.0,129.0,A,1.571,22.73057862490939,Hypertension Stage 1,0.2497126436781609
32,M,171.2,66.6,15.6,82.0,132.0,43.0,18.0,54.0,232.0,A,1.712,22.72305441523277,Hypertension Stage 1,0.7186781609195402
31,F,165.2,55.0,21.8,67.0,107.0,26.7,21.7,25.0,186.0,B,1.652,20.153134508615285,Normal,0.4385057471264367
36,F,160.3,62.16,32.2,80.0,120.0,29.8,19.8,26.0,166.0,B,1.6030000000000002,24.19045076507748,Hypertension Stage 1,0.3629310344827587
28,M,178.0,79.7,19.0,75.0,137.0,42.7,7.4,52.0,204.0,C,1.78,25.154652190380002,Hypertension Stage 1,0.6218390804597701
36,M,176.3,79.8,15.4,92.0,132.0,54.9,21.4,55.0,262.0,A,1.7630000000000001,25.674279616069775,Hypertension Stage 1,0.8425287356321839
26,M,171.4,72.6,17.9,84.0,122.0,51.3,18.0,53.0,205.0,A,1.714,24.712403448027022,Hypertension Stage 1,0.6554597701149426
28,M,187.9,79.3,13.5,81.0,156.0,53.5,28.0,50.0,239.0,B,1.879,22.46051071179426,Hypertension Stage 1,0.7635057471264367
63,M,169.8,77.9,30.7,92.0,152.0,32.6,6.5,12.0,166.0,D,1.6980000000000002,27.018552970930948,Hypertension Stage 2,0.33505747126436786
31,M,171.2,74.0,24.5,84.0,123.0,52.9,5.8,54.0,193.0,C,1.712,25.247838239147526,Hypertension Stage 1,0.6094827586206896
31,F,164.5,51.84,19.9,75.0,124.0,24.2,21.2,41.0,196.0,A,1.645,19.157250949270612,Elevated,0.5114942528735632
31,M,186.4,79.9,18.1,80.0,115.0,49.7,10.1,53.0,222.0,B,1.864,22.996141023043343,Hypertension Stage 1,0.6991379310344826
21,M,175.0,61.8,11.0,65.0,120.0,40.3,11.9,48.0,232.0,B,1.75,20.179591836734694,Elevated,0.7068965517241379
34,M,169.0,80.2,20.2,92.0,148.0,47.6,27.0,55.0,237.0,C,1.69,28.080249290991215,Hypertension Stage 2,0.7359195402298851
40,M,171.3,75.2,20.7,64.0,111.0,44.4,15.4,41.0,220.0,B,1.713,25.62731544669399,Normal,0.636206896551724
26,M,173.5,75.3,17.0,72.0,129.0,46.2,19.4,54.0,238.0,A,1.735,25.01474142298333,Elevated,0.7410919540229884
31,M,162.6,73.8,24.7,68.0,103.0,42.4,19.1,56.0,230.0,A,1.626,27.913563268474014,Normal,0.6908045977011493
21,M,186.4,64.5,8.7,76.0,129.0,29.6,24.2,57.0,255.0,C,1.864,18.563843504208954,Elevated,0.774712643678161
21,F,159.5,56.3,37.3,62.0,103.0,21.9,17.0,24.0,115.0,C,1.595,22.130285669362525,Normal,0.17327586206896556
61,F,155.7,49.6,25.2,64.0,131.0,19.7,23.0,16.0,120.0,B,1.557,20.45994450240054,Hypertension Stage 1,0.19310344827586207
23,F,159.6,44.8,22.8,76.0,138.0,25.3,22.6,52.0,166.0,A,1.5959999999999999,17.587829222178254,Hypertension Stage 1,0.45172413793103444
49,M,178.0,86.7,23.5,96.0,147.0,46.6,-0.9,30.0,186.0,D,1.78,27.36396919580861,Hypertension Stage 2,0.5051724137931035
38,F,157.5,55.6,34.2,60.0,94.0,25.3,15.0,23.0,165.0,C,1.575,22.413706223230033,Normal,0.3327586206896552
55,F,163.7,52.0,29.4,64.0,127.0,25.2,17.6,40.0,151.0,B,1.6369999999999998,19.40465764026676,Elevated,0.3548850574712643
37,M,179.9,77.4,19.9,71.0,114.0,48.7,12.5,55.0,210.0,B,1.7990000000000002,23.915454234503077,Normal,0.6623563218390804
21,F,157.4,55.0,23.1,63.0,110.0,28.3,22.8,39.0,167.0,A,1.574,22.200013239280622,Normal,0.4250000000000001
28,F,159.7,56.8,20.9,75.0,119.0,25.3,19.1,56.0,172.0,A,1.597,22.270937720185273,Normal,0.48591954022988515
23,F,171.4,57.6,24.9,74.0,119.0,32.2,17.3,43.0,172.0,B,1.714,19.606534967029706,Normal,0.45689655172413796
44,F,162.2,60.3,20.2,85.0,141.0,31.5,31.2,38.0,188.0,A,1.6219999999999999,22.920052727524286,Hypertension Stage 1,0.5
22,M,173.3,90.9,29.5,72.0,153.0,40.6,-3.7,30.0,218.0,D,1.733,30.26681747910374,Hypertension Stage 2,0.5626436781609195
64,M,174.5,89.8,31.6,80.0,140.0,43.6,13.6,39.0,175.0,B,1.745,29.490726677120872,Hypertension Stage 1,0.46752873563218406
22,F,165.8,56.2,31.1,80.0,127.0,21.8,17.9,27.0,109.0,C,1.6580000000000001,20.444065473392882,Hypertension Stage 1,0.18218390804597706
48,F,161.8,55.1,17.2,67.0,127.0,31.2,23.4,51.0,181.0,A,1.618,21.0472114545724,Elevated,0.525
27,F,168.2,67.24,29.4,83.0,124.0,37.5,26.0,45.0,173.0,A,1.682,23.767074189749195,Hypertension Stage 1,0.467816091954023
36,M,167.7,64.7,18.8,71.0,117.0,38.3,4.8,35.0,210.0,C,1.6769999999999998,23.005843199710995,Normal,0.5781609195402299
22,M,183.5,81.2,17.8,73.0,130.0,46.0,17.1,57.0,241.0,D,1.835,24.11481264245781,Hypertension Stage 1,0.7554597701149425
25,F,159.1,55.3,23.2,79.0,136.0,27.5,22.0,45.0,173.0,A,1.591,21.846646026261013,Hypertension Stage 1,0.45689655172413796
27,M,181.2,73.8,22.7,69.0,125.0,40.1,18.2,49.0,228.0,C,1.8119999999999998,22.47708433840621,Elevated,0.664080459770115
60,M,160.6,64.8,29.7,98.0,139.0,30.2,12.8,18.0,179.0,D,1.6059999999999999,25.123718806654377,Hypertension Stage 1,0.38563218390804593
47,F,164.6,60.4,32.6,79.0,119.0,24.1,15.4,21.0,150.0,C,1.646,22.29344971203064,Normal,0.2850574712643678
